area,floorRange,typeOfSale,price,propertyType,typeOfArea,mktSegment,Year,region
89.0,06-10,Resale,2048000,Condominium,Strata,CCR,2023,Central
100.0,01-05,Resale,3080000,Condominium,Strata,CCR,2023,Central
95.0,01-05,New Sale,2687160,Apartment,Strata,CCR,2024,Central
120.0,01-05,Resale,1270000,Apartment,Strata,RCR,2024,East
39.0,06-10,Resale,605000,Apartment,Strata,RCR,2023,East
91.0,11-15,Resale,2138000,Apartment,Strata,CCR,2023,Central
271.1,Ground,Resale,5900000,Semi-detached,Land,CCR,2019,Central
191.0,06-10,Resale,3300000,Apartment,Strata,CCR,2021,Central
95.0,01-05,Resale,2033000,Apartment,Strata,CCR,2024,Central
262.2,Ground,Resale,3980000,Terrace,Land,OCR,2021,East
76.0,01-05,Sub Sale,2200000,Condominium,Strata,CCR,2024,Central
413.4,Ground,Resale,11600000,Detached,Land,CCR,2023,Central
1327.4,Ground,Resale,16800000,Detached,Land,OCR,2024,East
96.0,01-05,Resale,2158000,Apartment,Strata,RCR,2024,East
125.0,01-05,Resale,1510000,Apartment,Strata,OCR,2021,East
168.0,11-15,Resale,4000000,Condominium,Strata,CCR,2024,Central
131.0,01-05,Resale,3200000,Apartment,Strata,CCR,2023,Central
78.0,06-10,Resale,1405000,Apartment,Strata,CCR,2024,Central
255.0,01-05,Resale,7050000,Condominium,Strata,CCR,2024,Central
928.1,Ground,Resale,13900000,Detached,Land,CCR,2021,Central
57.0,01-05,Resale,565000,Apartment,Strata,RCR,2019,East
315.0,Ground,Resale,4150000,Semi-detached,Land,OCR,2021,East
475.4,Ground,Resale,5900000,Semi-detached,Land,OCR,2021,East
286.0,01-05,Resale,10380000,Condominium,Strata,CCR,2019,Central
131.0,01-05,Resale,1570000,Apartment,Strata,RCR,2024,East
99.0,06-10,Resale,2750000,Condominium,Strata,CCR,2024,Central
58.0,01-05,Resale,950000,Apartment,Strata,CCR,2021,Central
993.6,Ground,Resale,13500000,Detached,Land,CCR,2021,Central
104.0,06-10,Resale,2050000,Apartment,Strata,CCR,2021,Central
222.0,06-10,Resale,2118000,Apartment,Strata,CCR,2019,Central
162.0,31-35,Resale,6150000,Condominium,Strata,CCR,2024,Central
133.0,11-15,Resale,1790000,Apartment,Strata,RCR,2020,East
586.0,Ground,Sub Sale,8400000,Strata Detached,Strata,CCR,2022,Central
145.0,01-05,Resale,2723800,Condominium,Strata,CCR,2019,Central
333.2,Ground,Resale,7800000,Semi-detached,Land,CCR,2024,Central
114.0,06-10,Resale,1250000,Apartment,Strata,RCR,2020,East
122.0,11-15,Resale,3520000,Condominium,Strata,CCR,2024,Central
377.9,Ground,Resale,4950000,Terrace,Land,OCR,2023,East
400.5,Ground,Resale,7000000,Semi-detached,Land,CCR,2019,Central
189.0,16-20,Resale,4780000,Apartment,Strata,CCR,2020,Central
314.8,Ground,Resale,10200000,Semi-detached,Land,CCR,2024,Central
398.9,Ground,Resale,9600000,Detached,Land,CCR,2021,Central
64.0,16-20,Resale,1258000,Condominium,Strata,CCR,2024,Central
190.7,Ground,Resale,3050000,Terrace,Land,OCR,2020,East
329.6,Ground,Resale,5300000,Semi-detached,Land,CCR,2020,Central
535.0,Ground,Resale,14380000,Semi-detached,Land,CCR,2023,Central
148.0,01-05,Resale,1650000,Apartment,Strata,RCR,2021,East
199.5,Ground,Resale,3670000,Terrace,Land,RCR,2020,East
158.3,Ground,Resale,4560000,Terrace,Land,RCR,2024,East
163.0,06-10,Resale,3150000,Apartment,Strata,CCR,2019,Central
130.0,01-05,Resale,3500000,Condominium,Strata,CCR,2024,Central
109.0,06-10,Resale,1220000,Apartment,Strata,OCR,2021,East
1205.9,Ground,Resale,18900000,Detached,Land,CCR,2020,Central
61.0,01-05,Resale,450000,Apartment,Strata,RCR,2020,East
678.7,Ground,Resale,9666666,Detached,Land,OCR,2024,East
400.7,Ground,Resale,10500000,Detached,Land,CCR,2020,Central
610.1,Ground,Resale,9500000,Detached,Land,CCR,2020,Central
131.0,26-30,Resale,2830000,Condominium,Strata,RCR,2023,East
171.6,Ground,Resale,3600000,Terrace,Land,OCR,2024,East
443.5,Ground,Resale,13600000,Semi-detached,Land,CCR,2023,Central
53.0,06-10,Resale,895000,Apartment,Strata,RCR,2024,Central
58.0,36-40,New Sale,1647000,Apartment,Strata,CCR,2024,Central
1282.2,Ground,Resale,11950000,Detached,Land,OCR,2019,East
43.0,01-05,Resale,762000,Apartment,Strata,RCR,2023,Central
120.0,11-15,Resale,2015000,Condominium,Strata,OCR,2023,East
220.0,01-05,New Sale,7706000,Condominium,Strata,CCR,2023,Central
381.6,Ground,Resale,7500000,Terrace,Land,CCR,2021,Central
236.7,Ground,Resale,4250000,Terrace,Land,RCR,2021,East
74.0,01-05,New Sale,2400000,Condominium,Strata,CCR,2020,Central
113.0,06-10,Resale,1510000,Apartment,Strata,RCR,2019,Central
78.0,06-10,Resale,1520000,Apartment,Strata,CCR,2024,Central
42.0,01-05,Resale,595000,Apartment,Strata,OCR,2020,East
208.0,06-10,Resale,5000000,Condominium,Strata,CCR,2024,Central
95.0,16-20,Resale,2628000,Condominium,Strata,CCR,2024,Central
157.8,01-05,Resale,1888000,Apartment,Strata,RCR,2024,East
162.0,01-05,Resale,3550000,Condominium,Strata,CCR,2024,Central
86.0,01-05,Resale,1025000,Apartment,Strata,OCR,2021,East
262.0,31-35,Resale,5050000,Apartment,Strata,CCR,2024,Central
111.0,01-05,Resale,1610000,Apartment,Strata,RCR,2024,East
92.0,01-05,Resale,1068000,Apartment,Strata,RCR,2024,East
436.2,Ground,Resale,6250000,Terrace,Land,CCR,2019,Central
175.0,01-05,Resale,3860000,Condominium,Strata,CCR,2024,Central
39.0,01-05,Resale,890000,Apartment,Strata,CCR,2024,Central
150.0,01-05,Resale,2125000,Apartment,Strata,CCR,2019,Central
324.2,Ground,Resale,5500000,Semi-detached,Land,CCR,2020,Central
1218.2,Ground,Resale,19000000,Detached,Land,CCR,2019,Central
320.1,Ground,Resale,5800000,Semi-detached,Land,CCR,2021,Central
473.4,Ground,Resale,10680000,Semi-detached,Land,CCR,2024,Central
76.0,01-05,Resale,1688180,Apartment,Strata,CCR,2020,Central
170.0,06-10,Resale,2535000,Apartment,Strata,CCR,2024,Central
39.0,01-05,Resale,902888,Apartment,Strata,CCR,2024,Central
33.0,01-05,Resale,775000,Apartment,Strata,CCR,2024,Central
59.0,01-05,Resale,1620000,Apartment,Strata,CCR,2023,Central
178.0,06-10,Resale,2288000,Apartment,Strata,CCR,2024,Central
186.0,01-05,Resale,2030000,Apartment,Strata,OCR,2024,East
87.0,06-10,Resale,1450000,Apartment,Strata,RCR,2024,East
104.0,06-10,Resale,2450000,Apartment,Strata,CCR,2024,Central
62.0,01-05,Resale,1230000,Apartment,Strata,CCR,2023,Central
157.0,16-20,Resale,2220000,Apartment,Strata,RCR,2024,East
117.0,01-05,Resale,2620000,Condominium,Strata,CCR,2023,Central
62.0,11-15,Resale,1435000,Apartment,Strata,RCR,2024,East
471.0,01-05,Resale,8400000,Apartment,Strata,CCR,2021,Central
339.9,Ground,Resale,8000000,Semi-detached,Land,RCR,2023,East
57.0,01-05,Resale,888000,Apartment,Strata,CCR,2020,Central
583.6,Ground,Resale,6250000,Detached,Land,OCR,2020,East
111.0,01-05,Resale,1500000,Apartment,Strata,RCR,2023,East
165.5,Ground,Resale,2820000,Terrace,Land,OCR,2021,East
475.0,Ground,Resale,5300000,Strata Detached,Strata,CCR,2021,Central
70.0,06-10,Resale,1270000,Apartment,Strata,CCR,2020,Central
366.7,Ground,Resale,9950000,Semi-detached,Land,CCR,2020,Central
34.0,01-05,Resale,575000,Apartment,Strata,RCR,2019,Central
541.0,11-15,Resale,9100000,Apartment,Strata,CCR,2019,Central
106.0,01-05,Resale,1280000,Apartment,Strata,RCR,2020,Central
147.0,06-10,New Sale,3087000,Apartment,Strata,RCR,2023,Central
144.4,Ground,Resale,5000000,Terrace,Land,RCR,2024,East
66.0,01-05,Resale,1200000,Apartment,Strata,CCR,2024,Central
160.8,Ground,Resale,4188000,Terrace,Land,CCR,2021,Central
110.0,01-05,Resale,2180000,Condominium,Strata,CCR,2024,Central
156.0,06-10,Resale,2750000,Apartment,Strata,CCR,2023,Central
67.0,01-05,Resale,1350000,Apartment,Strata,RCR,2024,Central
43.0,01-05,Resale,900000,Apartment,Strata,CCR,2023,Central
459.2,Ground,Resale,11880000,Detached,Land,CCR,2024,Central
228.7,Ground,Resale,3288000,Semi-detached,Land,OCR,2019,East
159.0,Ground,Resale,2800000,Condominium,Strata,CCR,2020,Central
138.0,06-10,Resale,3770000,Condominium,Strata,CCR,2024,Central
241.0,Ground,Resale,2300000,Strata Terrace,Strata,OCR,2020,East
118.0,01-05,Resale,1160000,Apartment,Strata,OCR,2023,East
162.0,01-05,Resale,2880000,Apartment,Strata,CCR,2020,Central
78.0,06-10,Resale,1510000,Condominium,Strata,RCR,2024,East
242.0,16-20,Resale,1618000,Apartment,Strata,CCR,2020,Central
372.0,Ground,Resale,5400000,Condominium,Strata,CCR,2021,Central
971.4,Ground,Resale,13000000,Detached,Land,CCR,2019,Central
387.4,Ground,Resale,5680000,Semi-detached,Land,CCR,2021,Central
238.5,Ground,Resale,5000000,Semi-detached,Land,CCR,2020,Central
180.0,01-05,Resale,2608000,Condominium,Strata,CCR,2019,Central
167.3,Ground,Resale,4150000,Terrace,Land,RCR,2024,East
295.0,Ground,Resale,10070000,Semi-detached,Land,CCR,2024,Central
40.0,01-05,Resale,658000,Apartment,Strata,RCR,2023,East
273.5,Ground,Resale,7650000,Semi-detached,Land,CCR,2024,Central
115.0,16-20,Resale,1510000,Apartment,Strata,RCR,2019,East
350.6,Ground,Resale,12200000,Semi-detached,Land,CCR,2023,Central
198.9,01-05,Resale,4288000,Apartment,Strata,RCR,2023,East
78.0,06-10,Resale,1370000,Condominium,Strata,RCR,2024,East
298.0,Ground,Resale,6136000,Semi-detached,Land,RCR,2024,Central
82.0,16-20,Resale,1300000,Apartment,Strata,RCR,2023,East
117.0,06-10,Resale,2300000,Apartment,Strata,CCR,2019,Central
100.0,11-15,Resale,2398000,Condominium,Strata,CCR,2024,Central
45.0,01-05,Resale,720000,Apartment,Strata,RCR,2023,East
90.0,06-10,Resale,2460000,Apartment,Strata,CCR,2023,Central
51.0,06-10,Sub Sale,1450000,Apartment,Strata,CCR,2023,Central
210.0,01-05,Resale,1370000,Apartment,Strata,RCR,2020,Central
253.4,Ground,Resale,3200000,Terrace,Land,RCR,2023,East
87.0,01-05,Resale,1265000,Apartment,Strata,CCR,2021,Central
138.2,Ground,Resale,2035000,Terrace,Land,RCR,2020,East
44.0,06-10,Sub Sale,915000,Apartment,Strata,RCR,2024,East
210.1,Ground,Resale,6080000,Terrace,Land,CCR,2023,Central
317.5,Ground,Resale,5880000,Semi-detached,Land,CCR,2020,Central
119.0,01-05,Resale,2510000,Apartment,Strata,CCR,2021,Central
93.0,06-10,New Sale,2764100,Apartment,Strata,CCR,2024,Central
98.0,11-15,New Sale,3200000,Apartment,Strata,CCR,2023,Central
107.0,06-10,Resale,1530000,Apartment,Strata,RCR,2022,East
494.3,Ground,Resale,12500000,Detached,Land,CCR,2020,Central
287.0,Ground,Resale,3850000,Strata Terrace,Strata,CCR,2023,Central
56.0,06-10,Resale,870000,Apartment,Strata,RCR,2024,East
726.0,01-05,Resale,18650000,Apartment,Strata,CCR,2020,Central
51.0,01-05,Resale,1140000,Condominium,Strata,CCR,2024,Central
83.0,01-05,Resale,1700000,Apartment,Strata,CCR,2023,Central
77.0,06-10,Resale,1073000,Apartment,Strata,RCR,2019,Central
104.0,06-10,Resale,2020000,Apartment,Strata,CCR,2020,Central
46.0,06-10,Resale,888000,Apartment,Strata,CCR,2024,Central
170.0,06-10,Resale,2650000,Apartment,Strata,RCR,2024,East
269.6,Ground,Resale,4700000,Semi-detached,Land,CCR,2019,Central
936.9,Ground,Resale,20500000,Detached,Land,CCR,2021,Central
112.0,01-05,Resale,1620000,Apartment,Strata,CCR,2019,Central
108.0,11-15,Resale,2160000,Apartment,Strata,CCR,2024,Central
167.0,21-25,Resale,4800000,Condominium,Strata,CCR,2023,Central
158.2,Ground,Resale,1550000,Terrace,Land,RCR,2021,Central
40.0,01-05,Resale,920000,Apartment,Strata,CCR,2024,Central
97.0,01-05,Resale,1480000,Apartment,Strata,CCR,2020,Central
87.0,06-10,Resale,2400000,Condominium,Strata,CCR,2024,Central
40.0,11-15,Resale,785000,Apartment,Strata,RCR,2024,East
46.0,06-10,Resale,805000,Apartment,Strata,RCR,2023,East
170.0,06-10,Resale,3250000,Apartment,Strata,CCR,2020,Central
240.0,Ground,Resale,6700000,Strata Terrace,Strata,CCR,2022,Central
144.0,11-15,Resale,2790000,Condominium,Strata,RCR,2024,East
1118.2,Ground,Resale,8000000,Detached,Land,OCR,2019,East
140.3,01-05,Resale,4500000,Apartment,Strata,RCR,2019,Central
135.0,01-05,Resale,2638000,Apartment,Strata,CCR,2023,Central
135.0,11-15,Resale,3130000,Condominium,Strata,CCR,2024,Central
100.0,06-10,Resale,1730000,Apartment,Strata,RCR,2024,East
147.0,01-05,Resale,3288888,Condominium,Strata,CCR,2024,Central
77.0,06-10,Resale,1380000,Apartment,Strata,CCR,2024,Central
51.0,01-05,Resale,1088000,Condominium,Strata,CCR,2024,Central
155.0,01-05,Resale,2950000,Condominium,Strata,CCR,2024,Central
134.0,01-05,Resale,1730000,Apartment,Strata,CCR,2019,Central
549.1,Ground,Resale,7400000,Semi-detached,Land,CCR,2019,Central
44.0,06-10,Resale,658000,Apartment,Strata,RCR,2024,East
96.0,06-10,Resale,1625000,Apartment,Strata,RCR,2024,Central
104.0,01-05,Resale,1550000,Apartment,Strata,OCR,2023,East
144.0,26-30,Resale,4220000,Apartment,Strata,CCR,2024,Central
86.0,01-05,Resale,888000,Apartment,Strata,OCR,2021,East
99.0,01-05,Resale,1650000,Apartment,Strata,RCR,2024,Central
131.0,01-05,Resale,2380000,Condominium,Strata,CCR,2024,Central
192.0,36-40,Sub Sale,7800000,Condominium,Strata,CCR,2023,Central
85.0,01-05,Resale,1220000,Apartment,Strata,CCR,2019,Central
148.0,01-05,Resale,3200000,Apartment,Strata,CCR,2024,Central
267.0,11-15,Resale,13049000,Condominium,Strata,CCR,2024,Central
120.0,01-05,New Sale,3500000,Apartment,Strata,CCR,2023,Central
207.0,01-05,Resale,2862000,Apartment,Strata,RCR,2023,East
71.0,06-10,Resale,1668000,Condominium,Strata,CCR,2024,Central
74.0,01-05,Resale,1330000,Apartment,Strata,RCR,2024,East
488.0,Ground,Resale,6038000,Strata Detached,Strata,CCR,2023,Central
111.0,06-10,Resale,3260000,Condominium,Strata,CCR,2024,Central
578.8,Ground,Resale,6000000,Detached,Land,RCR,2019,East
182.0,01-05,Resale,2403888,Apartment,Strata,RCR,2024,Central
249.5,Ground,Resale,4000000,Terrace,Land,RCR,2020,East
961.1,Ground,Resale,19500000,Detached,Land,CCR,2024,Central
100.3,Ground,Resale,2625000,Terrace,Land,CCR,2019,Central
286.0,Ground,Resale,4000000,Condominium,Strata,CCR,2024,Central
85.0,01-05,Resale,1150000,Apartment,Strata,RCR,2023,East
100.0,01-05,Resale,1080000,Apartment,Strata,RCR,2020,East
120.0,06-10,Resale,1525000,Apartment,Strata,RCR,2024,East
116.0,01-05,Resale,1300000,Condominium,Strata,OCR,2020,East
31.0,01-05,Resale,550000,Apartment,Strata,CCR,2019,Central
81.0,06-10,Resale,2008888,Apartment,Strata,CCR,2023,Central
375.8,Ground,Resale,3380000,Terrace,Land,OCR,2021,East
52.0,01-05,New Sale,1289000,Condominium,Strata,RCR,2024,East
207.5,Ground,Resale,3850000,Terrace,Land,OCR,2024,East
915.1,Ground,Resale,21500000,Detached,Land,CCR,2022,Central
464.5,Ground,Resale,7200000,Detached,Land,OCR,2019,East
565.0,01-05,Resale,22000000,Condominium,Strata,CCR,2023,Central
81.0,01-05,Resale,1300000,Condominium,Strata,CCR,2019,Central
653.4,Ground,Resale,12000000,Detached,Land,CCR,2024,Central
147.0,01-05,Resale,3300000,Condominium,Strata,CCR,2023,Central
42.0,01-05,Resale,668000,Apartment,Strata,RCR,2024,East
96.0,01-05,Resale,980000,Apartment,Strata,RCR,2019,East
167.0,31-35,Resale,4725000,Condominium,Strata,CCR,2020,Central
174.0,06-10,Resale,3150000,Apartment,Strata,CCR,2024,Central
679.0,Ground,Resale,5500000,Strata Semi-detached,Strata,CCR,2021,Central
100.0,01-05,Resale,2020000,Apartment,Strata,CCR,2023,Central
245.8,Ground,Resale,3950000,Terrace,Land,OCR,2024,East
951.0,Ground,Resale,13380000,Detached,Land,CCR,2020,Central
172.8,Ground,Resale,3200000,Terrace,Land,OCR,2024,East
106.0,11-15,Resale,1680000,Apartment,Strata,RCR,2023,East
64.0,11-15,Resale,1261800,Apartment,Strata,CCR,2024,Central
485.4,Ground,Resale,11800000,Detached,Land,CCR,2023,Central
136.0,06-10,Resale,1528000,Apartment,Strata,RCR,2023,East
33.0,06-10,Resale,650000,Apartment,Strata,RCR,2024,East
70.0,06-10,Resale,868000,Condominium,Strata,OCR,2024,East
87.0,01-05,Resale,2155000,Apartment,Strata,CCR,2019,Central
86.0,06-10,Resale,1050000,Apartment,Strata,RCR,2019,East
1400.1,Ground,Resale,30000000,Detached,Land,CCR,2021,Central
248.0,06-10,Resale,4950000,Condominium,Strata,CCR,2023,Central
180.0,11-15,Resale,3600000,Apartment,Strata,CCR,2021,Central
552.6,Ground,Resale,7550000,Detached,Land,RCR,2021,East
112.0,01-05,Resale,1810000,Apartment,Strata,RCR,2024,East
124.0,11-15,Resale,2168000,Apartment,Strata,CCR,2019,Central
139.0,06-10,Resale,2235000,Apartment,Strata,RCR,2024,East
117.0,01-05,Resale,1685000,Apartment,Strata,RCR,2023,East
97.0,01-05,Resale,1918000,Apartment,Strata,CCR,2022,Central
171.5,Ground,Resale,2350000,Terrace,Land,RCR,2019,East
406.7,01-05,Resale,18100000,Apartment,Land,RCR,2020,East
100.0,01-05,Resale,2300000,Apartment,Strata,CCR,2024,Central
38.0,01-05,Resale,722000,Apartment,Strata,RCR,2024,East
125.0,01-05,Resale,2200000,Apartment,Strata,CCR,2024,Central
67.0,01-05,Sub Sale,1388000,Condominium,Strata,OCR,2023,East
248.9,Ground,Resale,2970000,Semi-detached,Land,OCR,2020,East
65.0,11-15,Sub Sale,1430000,Condominium,Strata,RCR,2024,East
301.6,Ground,Resale,4750000,Semi-detached,Land,OCR,2023,East
176.5,Ground,Resale,6100000,Terrace,Land,CCR,2023,Central
108.0,01-05,Resale,2438000,Apartment,Strata,CCR,2023,Central
175.0,11-15,Resale,2480000,Apartment,Strata,CCR,2019,Central
386.7,Ground,Resale,6100000,Semi-detached,Land,CCR,2020,Central
262.1,Ground,Resale,8380000,Semi-detached,Land,CCR,2024,Central
161.0,11-15,Resale,3930000,Condominium,Strata,CCR,2024,Central
125.0,01-05,Resale,2320000,Condominium,Strata,CCR,2024,Central
129.0,06-10,Resale,3260000,Condominium,Strata,CCR,2024,Central
72.0,01-05,Resale,1050000,Apartment,Strata,RCR,2023,Central
103.0,01-05,Resale,2328000,Apartment,Strata,CCR,2024,Central
165.4,Ground,Resale,3400000,Terrace,Land,RCR,2020,Central
198.0,01-05,Resale,3988000,Condominium,Strata,CCR,2024,Central
38.0,01-05,Resale,700000,Apartment,Strata,RCR,2024,East
132.0,01-05,Resale,1838000,Apartment,Strata,RCR,2019,East
155.0,16-20,Resale,2300000,Apartment,Strata,CCR,2020,Central
65.0,01-05,Sub Sale,1030000,Apartment,Strata,RCR,2022,East
229.1,Ground,Resale,6280000,Terrace,Land,CCR,2024,Central
206.0,Ground,Resale,5650000,Terrace,Land,CCR,2021,Central
91.0,06-10,Resale,1000000,Apartment,Strata,RCR,2024,East
294.0,06-10,Resale,8800000,Condominium,Strata,CCR,2020,Central
895.3,Ground,Resale,21600000,Detached,Land,CCR,2024,Central
58.0,01-05,Resale,768000,Apartment,Strata,RCR,2023,East
109.0,11-15,Resale,1350000,Apartment,Strata,RCR,2024,East
75.0,06-10,Resale,1550000,Condominium,Strata,CCR,2024,Central
358.7,Ground,Resale,3800000,Semi-detached,Land,RCR,2020,East
178.0,21-25,Resale,4550000,Condominium,Strata,CCR,2024,Central
105.0,01-05,Resale,1600000,Apartment,Strata,RCR,2023,East
410.6,Ground,Resale,6900000,Semi-detached,Land,CCR,2020,Central
97.0,06-10,Resale,1020000,Apartment,Strata,RCR,2019,East
302.0,16-20,Resale,6400000,Apartment,Strata,CCR,2024,Central
80.0,01-05,Resale,1323000,Apartment,Strata,OCR,2023,East
169.0,01-05,Resale,3950000,Condominium,Strata,CCR,2019,Central
496.7,Ground,Resale,12600000,Semi-detached,Land,CCR,2023,Central
152.5,Ground,Resale,2200000,Terrace,Land,RCR,2019,East
432.7,Ground,Resale,12000000,Detached,Land,CCR,2021,Central
165.3,Ground,Resale,5000000,Terrace,Land,CCR,2023,Central
324.8,Ground,New Sale,9000000,Terrace,Land,CCR,2024,Central
187.0,01-05,Resale,1620000,Apartment,Strata,OCR,2019,East
833.0,01-05,Resale,12531858,Apartment,Strata,CCR,2020,Central
161.0,01-05,Resale,2400000,Apartment,Strata,RCR,2023,Central
240.8,Ground,Resale,4180000,Terrace,Land,RCR,2023,East
433.8,Ground,Resale,11500000,Detached,Land,CCR,2020,Central
233.9,Ground,Resale,7820000,Semi-detached,Land,CCR,2023,Central
88.0,01-05,New Sale,1638000,Apartment,Strata,RCR,2019,East
74.0,11-15,Resale,2660000,Apartment,Strata,CCR,2024,Central
42.0,01-05,Resale,738000,Apartment,Strata,RCR,2023,East
180.0,01-05,Resale,1950000,Apartment,Strata,RCR,2022,East
94.0,01-05,Resale,1300000,Apartment,Strata,CCR,2021,Central
106.0,Ground,Resale,1780000,Condominium,Strata,CCR,2024,Central
59.0,01-05,Resale,1588000,Apartment,Strata,CCR,2024,Central
198.0,06-10,Resale,2400000,Apartment,Strata,CCR,2023,Central
115.0,06-10,Resale,2300000,Apartment,Strata,CCR,2020,Central
54.0,01-05,Resale,888000,Apartment,Strata,OCR,2023,East
160.0,26-30,Resale,4780000,Condominium,Strata,CCR,2024,Central
117.0,06-10,Resale,2275000,Condominium,Strata,RCR,2024,East
400.0,01-05,Resale,4368000,Strata Semi-detached,Strata,CCR,2024,Central
782.0,06-10,Resale,23000000,Apartment,Strata,CCR,2021,Central
42.0,01-05,Resale,595000,Apartment,Strata,RCR,2019,East
51.0,06-10,Resale,888000,Apartment,Strata,RCR,2024,East
80.0,01-05,Resale,1350000,Apartment,Strata,CCR,2024,Central
231.0,Ground,Resale,1900000,Strata Terrace,Strata,OCR,2019,East
88.0,01-05,Resale,1950000,Apartment,Strata,CCR,2024,Central
484.0,Ground,Resale,3880000,Strata Detached,Strata,OCR,2024,East
139.0,06-10,Resale,1350000,Apartment,Strata,RCR,2022,East
51.0,01-05,Resale,1380000,Condominium,Strata,CCR,2024,Central
90.0,06-10,Resale,1650000,Apartment,Strata,CCR,2020,Central
76.0,06-10,Resale,1808000,Apartment,Strata,CCR,2023,Central
76.0,06-10,Resale,1280000,Apartment,Strata,RCR,2024,East
120.0,01-05,Resale,1252000,Apartment,Strata,RCR,2020,East
329.6,Ground,Resale,5200000,Semi-detached,Land,CCR,2019,Central
105.0,11-15,Resale,2608888,Condominium,Strata,CCR,2024,Central
89.0,01-05,Resale,855000,Apartment,Strata,RCR,2023,East
55.0,01-05,Resale,845000,Apartment,Strata,RCR,2024,Central
125.0,06-10,Resale,2550000,Apartment,Strata,RCR,2023,East
43.0,01-05,Resale,680000,Apartment,Strata,RCR,2021,Central
